"Scala_Spark
单选题 （共计 10 题，总计 20分）
1、下面选项中a的取值不一致的是？（ ）。
","[{'optionContent': 'A.val a = 3 \n', 'isCorrect': '-1'}, {'optionContent': 'B.val a:Double = 1 + 2 \n', 'isCorrect': '-1'}, {'optionContent': 'C.var a = 1; a += 2 \n', 'isCorrect': '-1'}, {'optionContent': 'D.val b = 1.+(2); val a = b.toInt \n', 'isCorrect': '-1'}]","【答案解析】
","【正确答案】C
"
(多选题)下列描述中，哪些符合 Java 语言的特征（ ）,"[{'optionContent': 'A.支持跨平台(Windows,Linux,Unix等)', 'isCorrect': '-1', 'option': 'A', 'optionValue': '支持跨平台(Windows,Linux,Unix等)'}, {'optionContent': 'B.GC(自动垃圾回收)，提高了代码安全性', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'GC(自动垃圾回收)，提高了代码安全性'}, {'optionContent': 'C.支持类 C 的指针运算操作', 'isCorrect': '-1', 'option': 'C', 'optionValue': '支持类 C 的指针运算操作'}, {'optionContent': 'D.不支持与其它语言书写的程序进行通讯', 'isCorrect': '-1', 'option': 'D', 'optionValue': '不支持与其它语言书写的程序进行通讯'}]",java语言支持跨平台，没有指针的概念，拥有GC垃圾自动回收机制。,"A,B"
(多选题)下列哪些选项属于Java技术体系（）,"[{'optionContent': 'A.Java Me', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'Java Me'}, {'optionContent': 'B.Java Se', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Java Se'}, {'optionContent': 'C.Java EE', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'Java EE'}, {'optionContent': 'D.Java Card', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Java Card'}]",Java Card、Java Me、Java Se、Java EE都属于Java技术体系,"A,B,C,D"
(多选题)下列对Java语言的叙述中，正确的是（）,"[{'optionContent': 'A.Java虚拟机解释执行字节码', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'Java虚拟机解释执行字节码'}, {'optionContent': 'B.Java的类是对具有相同行为对象的一种抽象', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Java的类是对具有相同行为对象的一种抽象'}, {'optionContent': 'C.Java中的垃圾回收机制是一个系统级的线程', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'Java中的垃圾回收机制是一个系统级的线程'}, {'optionContent': 'D.JDK的库文件目录是bin', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'JDK的库文件目录是bin'}]",在JDK目录结构中，lib目录下存放的都是库文件，而bin目录下有编译器、解释器和许多工具（如服务器工具、IDL、package工具和jdb等）。,"A,B,C"
"(多选题)下列有关变量的声明正确的是
","[{'optionContent': 'A.a = 100;\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'a = 100;\n'}, {'optionContent': 'B.int number;\n', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'int number;\n'}, {'optionContent': 'C.double d1, d2;\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'double d1, d2;\n'}, {'optionContent': 'D.int number1, number2;\n', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'int number1, number2;\n'}]","A选项中的a没有经过声明,未经声明的变量不能使用,B选项是声明一个int型的number变量, C选项同时声明了两个双精度浮点数(小数)变量,D选项同时声明了两个整型变量 因此BCD是正确的选项。","B,C,D"
(多选题)从下列选项中选择正确的是（ ）,"[{'optionContent': 'A.int k=new String(""aa"");', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'int k=new String(""aa"");'}, {'optionContent': 'B.String str=new String(""bb"");', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'String str=new String(""bb"");'}, {'optionContent': 'C.char c=74;', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'char c=74;'}, {'optionContent': 'D.long j=8888;', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'long j=8888;'}]",A选项创建的是String对象，变量k应为String类型。,"B,C,D"
"(单选题)在控制台显示消息的语句正确的是（ ）
","[{'optionContent': 'A.System.out.println( 欢迎来到达内！) ;\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'System.out.println( 欢迎来到达内！) ;\n'}, {'optionContent': 'B.System.Out.Println( ""欢迎来到达内！"" );\n', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'System.Out.Println( ""欢迎来到达内！"" );\n'}, {'optionContent': 'C.system.out.println( ""欢迎来到达内！"" );\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'system.out.println( ""欢迎来到达内！"" );\n'}, {'optionContent': 'D.System.out.println( ""欢迎来到达内！"" );\n', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'System.out.println( ""欢迎来到达内！"" );\n'}]","JAVA关键字严格区分大小写,输出内容语句为System.out.println( ""XXX"" ); 因此D是正确的选项。",D
(单选题)下列的标识符符合Java命名约定的是（）,"[{'optionContent': 'A.package com.Bi.hr', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'package com.Bi.hr'}, {'optionContent': 'B.public class xyz', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'public class xyz'}, {'optionContent': 'C.int I', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'int I'}, {'optionContent': 'D.void setCustomerName()', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'void setCustomerName()'}]",包的名字应该都是由小写单词组成。它们全都是小写字母，即便中间的单词亦是如此，所以A选项错误。 类名的第一个字母一定要大写，所以B选项错误； 变量的第一个字母应该为小写，所以C选项错误； 与属性相对应的get、set方法为：set(get)+属性名，属性名第一个字母为大写，所以D选项正确。,D
"(多选题)下列有关于变量的命名正确的是
","[{'optionContent': 'A.可以由字母、数字、下划线、”$”组成;\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': '可以由字母、数字、下划线、”$”组成;\n'}, {'optionContent': 'B.首字母能以数字开头\n', 'isCorrect': '-1', 'option': 'B', 'optionValue': '首字母能以数字开头\n'}, {'optionContent': 'C.首字母不能以数字开头\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': '首字母不能以数字开头\n'}, {'optionContent': 'D.Java大小写敏感,命名变量时需要注意\n', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Java大小写敏感,命名变量时需要注意\n'}]","变量的命名首字母不能是数组开头,其他选项均正确 因此ACD是正确的选项。","A,C,D"
"(多选题)下列变量书写正确的是
","[{'optionContent': 'A.int 3year;\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'int 3year;\n'}, {'optionContent': 'B.int float;\n', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'int float;\n'}, {'optionContent': 'C.int Denis;\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'int Denis;\n'}, {'optionContent': 'D.int cLanguageScor\n', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'int cLanguageScor\n'}]","此题目考查的是变量的命名规范,A选项以数字开头,B选项与关键字冲突,所以AB均错误,C选项是正常命名,D选项是多个单词组合使用驼峰命名法 因此CD是正确的选项。","C,D"
(单选题)在Java语言中，被称为内存分配的运算符是（）,"[{'optionContent': 'A.（）', 'isCorrect': '-1', 'option': 'A', 'optionValue': '（）'}, {'optionContent': 'B.[]', 'isCorrect': '-1', 'option': 'B', 'optionValue': '[]'}, {'optionContent': 'C.new', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'new'}, {'optionContent': 'D.==', 'isCorrect': '-1', 'option': 'D', 'optionValue': '=='}]",Java语言中，程序为对象动态分配内存。Java中内存分配的运算符是new。,C
"(单选题)阅读下列代码;
public class Test{
String s=""One World One Dream"";
public static void main(String args[]){
System.out.println(s);
}
}
其运行结果是（）","[{'optionContent': 'A.args', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'args'}, {'optionContent': 'B.One World One Dream', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'One World One Dream'}, {'optionContent': 'C.s', 'isCorrect': '-1', 'option': 'C', 'optionValue': 's'}, {'optionContent': 'D.编译错误', 'isCorrect': '-1', 'option': 'D', 'optionValue': '编译错误'}]","main方法是程序执行的入口，在本程序中main方法中的语句""System.out.println(s);""无法调用在main方法外声明的变量，所以编译时出错。",D
(单选题)存储一个24X24点阵的汉字（每个点1bit），需要多少字节（ ）,"[{'optionContent': 'A.24', 'isCorrect': '-1', 'option': 'A', 'optionValue': '24'}, {'optionContent': 'B.48', 'isCorrect': '-1', 'option': 'B', 'optionValue': '48'}, {'optionContent': 'C.72', 'isCorrect': '-1', 'option': 'C', 'optionValue': '72'}, {'optionContent': 'D.144', 'isCorrect': '-1', 'option': 'D', 'optionValue': '144'}]",24*24/8=72。意思是：24*24的结果是二进制位，而八个二进制位等于 一个字节，所以再除以八是所得的字节数。,C
(单选题)能够给一个byte型变量赋值的范围是(   )。,"[{'optionContent': 'A. 0～65535', 'isCorrect': '-1', 'option': 'A', 'optionValue': ' 0～65535'}, {'optionContent': 'B.(-128)～127 ', 'isCorrect': '-1', 'option': 'B', 'optionValue': '(-128)～127 '}, {'optionContent': 'C.（-32, 768)～32, 767', 'isCorrect': '-1', 'option': 'C', 'optionValue': '（-32, 768)～32, 767'}, {'optionContent': 'D. (-256)～255 ', 'isCorrect': '-1', 'option': 'D', 'optionValue': ' (-256)～255 '}]",Byte的取值范围是(-128)～127。,B
(多选题)选择 Java 语言中的基本数据类型（ ）,"[{'optionContent': 'A.byte', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'byte'}, {'optionContent': 'B.Integer', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'Integer'}, {'optionContent': 'C.char', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'char'}, {'optionContent': 'D.Boolean', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'Boolean'}]","java中的8种基本数据类型：byte,short,int,long,char,boolean,float,double","A,C"
(单选题)java语言中int类型数据占用多少位?(   )。,"[{'optionContent': 'A.32', 'isCorrect': '-1', 'option': 'A', 'optionValue': '32'}, {'optionContent': 'B.20', 'isCorrect': '-1', 'option': 'B', 'optionValue': '20'}, {'optionContent': 'C.16', 'isCorrect': '-1', 'option': 'C', 'optionValue': '16'}, {'optionContent': 'D.64', 'isCorrect': '-1', 'option': 'D', 'optionValue': '64'}]",Byte类型占8位short类型占16位Int类型占32位long类型占64位,A
(多选题)下面的哪些声明是合法的（ ）,"[{'optionContent': 'A.long l = 4990', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'long l = 4990'}, {'optionContent': 'B.int i = 4L', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'int i = 4L'}, {'optionContent': 'C.float f =1.1', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'float f =1.1'}, {'optionContent': 'D.double d = 34.4', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'double d = 34.4'}]",B.4L应该是long类型的写法。C.1.1是double类型，float f=1.1f是正确写法。,"A,D"
(单选题)java中char类型的取值范围是（）,"[{'optionContent': 'A.0 ... 32767', 'isCorrect': '-1', 'option': 'A', 'optionValue': '0 ... 32767'}, {'optionContent': 'B.0 ... 65535', 'isCorrect': '-1', 'option': 'B', 'optionValue': '0 ... 65535'}, {'optionContent': 'C.–256 ... 255', 'isCorrect': '-1', 'option': 'C', 'optionValue': '–256 ... 255'}, {'optionContent': 'D.–32768 ... 32767', 'isCorrect': '-1', 'option': 'D', 'optionValue': '–32768 ... 32767'}]",在java中，char是一个无符号16位类型，取值范围为0到65535。,B
(单选题)隐式类型转换是由按优先关系从低到高的顺序，下列描述正确的顺序为（ ）,"[{'optionContent': 'A.char-int-long-float-double ', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'char-int-long-float-double '}, {'optionContent': 'B.int-long-float-double-char ', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'int-long-float-double-char '}, {'optionContent': 'C.long-float-int-double-char', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'long-float-int-double-char'}, {'optionContent': 'D.以上都不对', 'isCorrect': '-1', 'option': 'D', 'optionValue': '以上都不对'}]",隐式类型转换规则是： byte→short(char)→int→long→float→double,A
"(多选题)byte b1=1,b2=2,b3,b6,b8;
final byte b4=4,b5=6,b7;
b3=(b1+b2);  /*语句1*/
b6=b4+b5;    /*语句2*/
b8=(b1+b4);  /*语句3*/
b7=(b2+b5);  /*语句4*/
System.out.println(b3+b6);
下列代码片段中，存在编辑错误的语句是()","[{'optionContent': 'A.语句2\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': '语句2\n'}, {'optionContent': 'B.语句1', 'isCorrect': '-1', 'option': 'B', 'optionValue': '语句1'}, {'optionContent': 'C.语句3', 'isCorrect': '-1', 'option': 'C', 'optionValue': '语句3'}, {'optionContent': 'D.语句4', 'isCorrect': '-1', 'option': 'D', 'optionValue': '语句4'}]",语句1错误：b3=(b1+b2);自动转为int，所以正确写法为b3=(byte)(b1+b2);或者将b3定义为int； 语句2正确：b6=b4+b5;b4、b5为final类型，不会自动提升，所以和的类型视左边变量类型而定，即b6可以是任意数值类型； 语句3错误：b8=(b1+b4);虽然b4不会自动提升，但b1仍会自动提升，所以结果需要强转，b8=(byte)(b1+b4); 语句4错误：b7=(b2+b5); 同上。同时注意b7是final修饰，即只可赋值一次，便不可再改变。,"B,C,D"
"(单选题)找出下列代码哪行有错误
1.public class HelloWorld{
2.    public static void main(String[] args) {
3.		double avg1=78.5;
4.		int rise=5;
5.		int avg2=avg1+rise;
6.		System.out.println(""考试平均分：""+avg1);
7.		System.out.println(""调整后的平均分：""+avg2);
8.	}
9.}
","[{'optionContent': 'A.3', 'isCorrect': '-1', 'option': 'A', 'optionValue': '3'}, {'optionContent': 'B.4', 'isCorrect': '-1', 'option': 'B', 'optionValue': '4'}, {'optionContent': 'C.5', 'isCorrect': '-1', 'option': 'C', 'optionValue': '5'}, {'optionContent': 'D.6', 'isCorrect': '-1', 'option': 'D', 'optionValue': '6'}]","在 Java 程序中，不同的基本数据类型的数据之间经常需要进行相互转换, 目标类型大于源类型，如 double 类型长度为 8 字节， int 类型为 4 字节，因此 double 类型的变量里直接可以存放 int 类型的数据，但反过来就不可以了 因此C是正确的选项。",C
"(单选题)若a为整型变量，a=12,则表达式：a-=2的值为
","[{'optionContent': 'A.10', 'isCorrect': '-1', 'option': 'A', 'optionValue': '10'}, {'optionContent': 'B.12', 'isCorrect': '-1', 'option': 'B', 'optionValue': '12'}, {'optionContent': 'C.14', 'isCorrect': '-1', 'option': 'C', 'optionValue': '14'}, {'optionContent': 'D.-10', 'isCorrect': '-1', 'option': 'D', 'optionValue': '-10'}]","此题的运算结果a=12-2,即a=10. 因此A是正确的选项.",A
(单选题)下列运算符合法的是(),"[{'optionContent': 'A.&&', 'isCorrect': '-1', 'option': 'A', 'optionValue': '&&'}, {'optionContent': 'B.<>', 'isCorrect': '-1', 'option': 'B', 'optionValue': '<>'}, {'optionContent': 'C.if', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'if'}, {'optionContent': 'D.:=', 'isCorrect': '-1', 'option': 'D', 'optionValue': ':='}]",java 中没有<> := 这种运算符， if else不算运算符,A
"(单选题)下列程序的运行结果正确的是
int a = 5;
int b = ++a;
System.out.println(“a=”+a);
System.out.println(“b=”+b);
","[{'optionContent': 'A.a=5,b=5\n', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'a=5,b=5\n'}, {'optionContent': 'B.a=6,b=5\n', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'a=6,b=5\n'}, {'optionContent': 'C.a=5,b=6\n', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'a=5,b=6\n'}, {'optionContent': 'D.a=6,b=6\n', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'a=6,b=6\n'}]","++和—可以出现操作数的左边也可以是右边,此题++出现在左边,让a先执行自增运算,然后将值赋值给变量b 因此D是正确的选项。",D
"(单选题)若定义int a=2,b=2,下列表达式中值不为4的是（）","[{'optionContent': 'A.a+b', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'a+b'}, {'optionContent': 'B.a*b', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'a*b'}, {'optionContent': 'C.a*(b++)', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'a*(b++)'}, {'optionContent': 'D.a*(++b)', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'a*(++b)'}]",C选项里b是后++，先运算，后+1，不影响表达式。 D选项里b是前++，先+1，后运算，所以D输出的结果是6！,D
(单选题)以下表达式那个是不合法的（）,"[{'optionContent': 'A.String  x=""Hello"";  \nint  y=9;  x+=y; ', 'isCorrect': '-1', 'option': 'A', 'optionValue': 'String  x=""Hello"";  \nint  y=9;  x+=y; '}, {'optionContent': 'B.String  x=""Hello"";  \nint  y=9;  \nif(x==y)  { }', 'isCorrect': '-1', 'option': 'B', 'optionValue': 'String  x=""Hello"";  \nint  y=9;  \nif(x==y)  { }'}, {'optionContent': 'C.String  x=""Hello"";  \nint  y=9;  x=x+y; ', 'isCorrect': '-1', 'option': 'C', 'optionValue': 'String  x=""Hello"";  \nint  y=9;  x=x+y; '}, {'optionContent': 'D.String  x=null; \nint  y=(x!=null)&&(x.length()>0) ? x.length() : 0;', 'isCorrect': '-1', 'option': 'D', 'optionValue': 'String  x=null; \nint  y=(x!=null)&&(x.length()>0) ? x.length() : 0;'}]","java对""+""进行了扩展，不仅可以连接字符串，而且还能将字符串与其它类型数据进行连接，结果是字符串。 若""+""的第一个操作数是字符串，Java会自动将后面的操作数类型转换成字符串类型。 本题选项A中，x+=y即x=x+y，则计算结果x的值为字符串Hello9； 选项C与此类似，故此选项也是正确的； 选项D主要考查的是三目运算符""?:""，即把表达式(x!=null)&&(x.length()>0) ? x.length() : 0的值赋给整型变量y，运行结果y的值是0； 而选项B是因为""==""两边的类型不匹配，无法比较，所以此表达式是错误的。",B
